ID клиента;Возраст;Пол;Срок сотрудничества;Кредитный рейтинг;Сумма на банковском счете;Количество банковских продуктов;Кредитная карта;Статус сотрудничества
15764537;43.0;Мужской;8;703;0.0;2;Есть;Остается клиентом
15700749;39.0;Женский;6;481;0.0;1;Есть;Остается клиентом
15677796;47.0;Мужской;9;766;129289.98;1;Есть;Покинул банк
15706223;38.0;Мужской;2;715;96798.79;2;Есть;Остается клиентом
15771417;43.0;Мужской;7;640;132412.38;1;Нет;Покинул банк
15644501;26.0;Женский;10;579;162482.76;1;Есть;Остается клиентом
15716431;30.0;Женский;10;775;191091.74;2;Есть;Остается клиентом
15638646;43.0;Женский;1;669;160474.59;1;Есть;Остается клиентом
15630321;44.0;Мужской;3;680;0.0;2;Есть;Остается клиентом
15623102;38.0;Мужской;6;713;116980.78;2;Нет;Остается клиентом
15742798;22.0;Женский;7;829;150126.44;1;Есть;Покинул банк
15761986;32.0;Женский;3;439;138901.61;1;Есть;Остается клиентом
15613282;29.0;Мужской;8;757;130306.49;1;Есть;Остается клиентом
15636330;48.0;Женский;1;588;143279.58;2;Есть;Покинул банк
15755077;37.0;Женский;0;778;105617.73;2;Есть;Покинул банк
15786717;36.0;Мужской;1;567;0.0;2;Нет;Остается клиентом
15670528;43.0;Мужской;0;787;132217.45;1;Есть;Покинул банк
15669219;35.0;Мужской;3;588;104356.38;1;Есть;Остается клиентом
15569917;30.0;Мужской;6;706;87609.68;2;Нет;Покинул банк
15592194;28.0;Женский;9;492;0.0;2;Есть;Остается клиентом
15581198;39.0;Женский;0;668;122104.79;1;Есть;Покинул банк
15681476;39.0;Женский;1;520;73493.17;1;Нет;Покинул банк
15641359;35.0;Женский;6;662;0.0;2;Нет;Покинул банк
15807889;74.0;Мужской;5;634;108891.7;1;Есть;Остается клиентом
15766826;26.0;Мужской;7;824;146266.0;1;Есть;Покинул банк
15793890;59.0;Женский;4;728;0.0;1;Есть;Покинул банк
15726403;41.0;Мужской;1;660;129901.21;1;Есть;Покинул банк
15647311;41.0;Женский;1;608;83807.86;1;Нет;Остается клиентом
15590810;41.0;Женский;9;638;144326.09;1;Есть;Покинул банк
15810227;34.0;Мужской;2;421;0.0;2;Есть;Остается клиентом
15668283;48.0;Мужской;9;642;118317.27;4;Нет;Покинул банк
15702912;35.0;Женский;2;752;0.0;1;Есть;Покинул банк
15787756;51.0;Мужской;10;467;114514.71;2;Есть;Покинул банк
15678374;59.0;Женский;5;666;0.0;2;Есть;Остается клиентом
15744689;35.0;Мужской;9;479;92833.89;1;Есть;Покинул банк
15621004;32.0;Мужской;7;603;0.0;1;Есть;Покинул банк
15666095;51.0;Мужской;4;753;79811.72;2;Нет;Покинул банк
15636977;36.0;Мужской;9;507;118214.32;3;Есть;Покинул банк
15578186;37.0;Мужской;9;486;115217.99;2;Есть;Остается клиентом
15698335;73.0;Женский;8;504;0.0;1;Есть;Остается клиентом
15764922;20.0;Мужской;3;596;187294.46;1;Есть;Остается клиентом
15661656;38.0;Мужской;2;633;91902.56;2;Есть;Остается клиентом
15700854;35.0;Мужской;8;595;0.0;1;Есть;Покинул банк
15606641;56.0;Мужской;10;762;100260.88;3;Есть;Покинул банк
15601688;28.0;Мужской;8;546;0.0;1;Есть;Остается клиентом
15685279;57.0;Женский;8;511;122950.31;1;Есть;Остается клиентом
15811177;31.0;Женский;3;643;167949.48;1;Есть;Остается клиентом
15633930;56.0;Женский;6;648;157559.59;2;Есть;Покинул банк
15707120;46.0;Мужской;9;850;117640.39;1;Есть;Остается клиентом
15622289;36.0;Женский;9;605;0.0;2;Нет;Остается клиентом
15688251;43.0;Мужской;1;767;76408.85;2;Есть;Остается клиентом
15666548;56.0;Женский;2;466;111920.13;3;Есть;Покинул банк
15810732;36.0;Женский;8;730;148749.29;2;Есть;Остается клиентом
15725906;51.0;Женский;8;665;0.0;1;Есть;Покинул банк
15666856;49.0;Мужской;1;774;142767.39;1;Есть;Остается клиентом
15758901;47.0;Женский;1;713;0.0;1;Есть;Покинул банк
15586264;43.0;Мужской;2;572;140431.98;1;Есть;Покинул банк
15589805;34.0;Женский;6;563;139810.34;1;Есть;Остается клиентом
15631305;28.0;Женский;4;599;126833.79;2;Есть;Покинул банк
15634551;46.0;Мужской;3;727;115248.11;4;Есть;Покинул банк
15631201;28.0;Женский;4;472;0.0;2;Есть;Остается клиентом
15589948;28.0;Мужской;1;607;135936.1;2;Есть;Остается клиентом
15659092;50.0;Женский;5;621;0.0;2;Есть;Покинул банк
15647572;34.0;Мужской;0;504;54980.81;1;Есть;Остается клиентом
15627365;46.0;Мужской;0;732;0.0;2;Есть;Остается клиентом
15596181;38.0;Мужской;8;542;65942.26;1;Есть;Покинул банк
15685372;54.0;Мужской;1;350;152677.48;1;Есть;Покинул банк
15801414;35.0;Женский;2;767;0.0;2;Нет;Остается клиентом
15587535;46.0;Женский;5;450;177619.71;1;Есть;Остается клиентом
15686463;38.0;Мужской;7;626;141074.59;1;Есть;Покинул банк
15733705;30.0;Женский;8;577;92472.1;2;Нет;Остается клиентом
15656426;42.0;Женский;3;713;0.0;2;Нет;Остается клиентом
15692918;36.0;Мужской;10;604;113546.3;1;Есть;Остается клиентом
15731117;28.0;Мужской;2;437;109161.25;1;Есть;Остается клиентом
15662488;44.0;Женский;5;627;0.0;2;Есть;Покинул банк
15574004;27.0;Женский;6;429;117307.44;2;Есть;Остается клиентом
15591986;46.0;Мужской;6;621;141078.37;1;Нет;Покинул банк
15589572;61.0;Женский;4;785;129855.72;2;Есть;Покинул банк
15613102;31.0;Женский;2;670;57530.06;1;Есть;Покинул банк
15624451;38.0;Женский;3;641;0.0;2;Есть;Остается клиентом
15591107;68.0;Женский;3;723;110357.0;1;Нет;Покинул банк
15811588;53.0;Женский;7;664;187602.18;1;Есть;Покинул банк
15655794;36.0;Мужской;8;620;0.0;2;Есть;Остается клиентом
15622801;27.0;Женский;8;555;102000.17;1;Есть;Остается клиентом
15699598;20.0;Женский;4;723;0.0;2;Есть;Остается клиентом
15777922;36.0;Мужской;1;629;161757.87;2;Есть;Остается клиентом
15638988;54.0;Мужской;6;684;0.0;2;Есть;Остается клиентом
15674720;37.0;Женский;7;691;123067.63;1;Есть;Покинул банк
15617052;34.0;Мужской;9;782;0.0;1;Есть;Покинул банк
15750447;60.0;Женский;10;678;117738.81;1;Есть;Покинул банк
15675896;42.0;Женский;7;680;105722.69;1;Есть;Покинул банк
15731951;28.0;Женский;5;689;95328.6;1;Есть;Покинул банк
15710105;26.0;Женский;3;581;105099.45;1;Есть;Покинул банк
15730076;45.0;Мужской;1;651;0.0;1;Есть;Покинул банк
15812272;44.0;Мужской;5;693;124601.58;2;Есть;Покинул банк
15791700;47.0;Мужской;2;773;118079.47;4;Есть;Покинул банк
15622033;41.0;Женский;3;847;101543.51;4;Есть;Покинул банк
15712807;46.0;Мужской;3;556;131764.96;1;Есть;Покинул банк
15761886;36.0;Мужской;4;740;172381.8;1;Есть;Остается клиентом
15699247;44.0;Женский;5;791;0.0;2;Есть;Покинул банк
15664498;26.0;Мужской;7;508;205962.0;1;Есть;Остается клиентом
15576000;40.0;Мужской;6;765;138033.55;1;Есть;Остается клиентом
15696674;45.0;Женский;2;643;150842.93;1;Нет;Покинул банк
15572767;29.0;Мужской;2;777;0.0;2;Есть;Остается клиентом
15684269;35.0;Женский;3;707;56674.48;1;Есть;Покинул банк
15760427;40.0;Мужской;6;850;124788.18;1;Есть;Остается клиентом
15679062;47.0;Женский;10;734;91522.04;2;Есть;Остается клиентом
15631882;45.0;Мужской;9;688;103399.87;1;Нет;Остается клиентом
15594612;44.0;Мужской;9;702;0.0;1;Нет;Покинул банк
15742824;42.0;Мужской;7;696;162318.61;1;Есть;Остается клиентом
15721383;40.0;Мужской;10;627;0.0;2;Есть;Остается клиентом
15777873;31.0;Женский;5;628;0.0;1;Нет;Покинул банк
15606887;30.0;Женский;5;775;0.0;1;Есть;Покинул банк
15735203;32.0;Женский;1;654;114510.85;1;Есть;Остается клиентом
15658716;37.0;Женский;5;667;92171.35;3;Есть;Покинул банк
15697997;33.0;Мужской;5;602;164704.38;1;Нет;Покинул банк
15592000;48.0;Женский;9;781;82794.18;1;Есть;Покинул банк
15649379;46.0;Женский;3;850;0.0;2;Есть;Остается клиентом
15710825;31.0;Мужской;7;592;110071.1;1;Нет;Остается клиентом
15616630;41.0;Женский;5;583;77647.6;1;Есть;Остается клиентом
15778589;34.0;Мужской;7;626;113014.7;2;Есть;Остается клиентом
15739576;20.0;Мужской;8;706;0.0;2;Есть;Остается клиентом
15792986;24.0;Мужской;1;580;133811.78;1;Есть;Покинул банк
15650591;50.0;Мужской;10;809;118098.62;1;Есть;Покинул банк
15710365;50.0;Мужской;0;646;104129.24;2;Есть;Покинул банк
15589496;34.0;Мужской;5;778;139064.06;2;Нет;Остается клиентом
15729489;34.0;Женский;8;762;98592.88;1;Нет;Покинул банк
15788480;33.0;Женский;0;786;122325.58;1;Нет;Покинул банк
15790235;40.0;Мужской;8;778;104291.41;2;Есть;Остается клиентом
15585901;35.0;Мужской;1;717;0.0;3;Нет;Покинул банк
15782879;40.0;Мужской;2;656;0.0;2;Есть;Остается клиентом
15796957;35.0;Мужской;9;597;0.0;3;Нет;Покинул банк
15662751;40.0;Женский;0;655;81954.6;1;Есть;Покинул банк
15703167;45.0;Женский;8;628;0.0;2;Есть;Остается клиентом
15733973;42.0;Женский;8;850;0.0;1;Есть;Покинул банк
15798348;50.0;Женский;6;600;94684.27;1;Есть;Остается клиентом
15775067;47.0;Мужской;3;606;93578.68;2;Нет;Покинул банк
15705448;52.0;Мужской;7;647;130013.12;1;Есть;Покинул банк
15566531;33.0;Мужской;4;724;88046.88;1;Нет;Покинул банк
15597709;39.0;Женский;6;602;154121.32;2;Есть;Покинул банк
15813916;31.0;Женский;1;622;89688.94;1;Есть;Остается клиентом
15611635;39.0;Женский;6;678;0.0;1;Нет;Остается клиентом
15763907;39.0;Женский;1;820;104614.29;1;Есть;Покинул банк
15692750;45.0;Женский;7;629;129818.39;3;Есть;Покинул банк
15791513;41.0;Мужской;4;647;138937.35;1;Есть;Покинул банк
15654096;24.0;Женский;10;779;122200.31;2;Есть;Остается клиентом
15574206;37.0;Женский;7;718;0.0;2;Есть;Остается клиентом
15619898;55.0;Мужской;5;785;0.0;2;Есть;Остается клиентом
15803689;51.0;Женский;1;647;119741.77;2;Нет;Покинул банк
15664907;47.0;Мужской;1;527;0.0;1;Есть;Покинул банк
15804950;41.0;Женский;7;514;0.0;2;Есть;Остается клиентом
15668575;26.0;Женский;8;626;148610.41;3;Нет;Покинул банк
15790113;71.0;Женский;6;609;113317.1;1;Есть;Покинул банк
15671591;52.0;Мужской;3;439;96196.24;4;Есть;Покинул банк
15618936;51.0;Женский;5;688;0.0;1;Есть;Покинул банк
15697441;29.0;Мужской;7;485;182123.79;1;Есть;Покинул банк
15648030;33.0;Женский;5;731;137388.01;2;Есть;Остается клиентом
15795149;28.0;Мужской;2;703;81173.83;2;Нет;Остается клиентом
15601589;57.0;Женский;8;675;0.0;2;Нет;Остается клиентом
15751180;40.0;Женский;7;539;81132.21;1;Есть;Остается клиентом
15595303;46.0;Мужской;5;736;130812.91;1;Есть;Покинул банк
15588955;43.0;Женский;5;581;93259.57;3;Есть;Покинул банк
15790442;33.0;Мужской;2;631;0.0;2;Есть;Остается клиентом
15677317;29.0;Женский;4;570;153040.03;1;Есть;Покинул банк
15738448;25.0;Женский;3;480;174330.35;2;Нет;Остается клиентом
15588080;54.0;Мужской;6;675;0.0;1;Есть;Покинул банк
15600086;48.0;Мужской;7;717;123764.95;1;Есть;Остается клиентом
15756668;30.0;Мужской;3;706;98415.37;1;Есть;Остается клиентом
15661409;42.0;Женский;1;542;0.0;1;Есть;Покинул банк
15792064;53.0;Мужской;5;545;114421.55;1;Есть;Покинул банк
15574331;62.0;Женский;3;593;118233.81;1;Нет;Покинул банк
15785869;25.0;Женский;7;718;0.0;2;Есть;Остается клиентом
15728608;34.0;Женский;9;688;91025.58;2;Нет;Остается клиентом
15790299;37.0;Мужской;9;592;0.0;3;Есть;Остается клиентом
15729246;31.0;Мужской;5;847;0.0;2;Есть;Остается клиентом
15749905;47.0;Женский;6;698;0.0;1;Есть;Покинул банк
15786539;32.0;Мужской;1;808;0.0;2;Есть;Остается клиентом
15643630;55.0;Мужской;9;770;63127.41;2;Есть;Покинул банк
15578141;38.0;Мужской;3;592;0.0;1;Есть;Покинул банк
15697546;36.0;Женский;3;570;0.0;2;Есть;Остается клиентом
15806688;56.0;Женский;8;726;123110.9;3;Нет;Покинул банк
15753337;51.0;Мужской;5;555;0.0;3;Есть;Покинул банк
15576928;23.0;Женский;2;573;0.0;1;Есть;Остается клиентом
15585287;35.0;Женский;9;842;119948.09;1;Есть;Покинул банк
15569764;41.0;Женский;2;687;154007.21;1;Есть;Остается клиентом
15762799;23.0;Мужской;0;720;187861.18;2;Есть;Остается клиентом
15658148;38.0;Мужской;7;657;0.0;2;Есть;Остается клиентом
15719778;32.0;Женский;1;577;0.0;2;Есть;Остается клиентом
15711789;42.0;Женский;3;768;0.0;1;Нет;Покинул банк
15746594;33.0;Мужской;8;732;0.0;1;Есть;Остается клиентом
15612776;39.0;Женский;10;850;0.0;2;Есть;Остается клиентом
15662337;50.0;Женский;1;744;121498.11;2;Нет;Покинул банк
15671256;35.0;Женский;1;850;211774.31;1;Есть;Покинул банк
15776518;38.0;Женский;4;579;175739.36;1;Есть;Остается клиентом
15784124;41.0;Мужской;2;645;93925.3;1;Есть;Покинул банк
15620756;49.0;Мужской;6;747;202904.64;1;Есть;Покинул банк
15645355;34.0;Мужской;3;677;126729.41;1;Есть;Покинул банк
15593283;48.0;Женский;1;705;156848.13;2;Есть;Покинул банк
15608653;34.0;Женский;7;521;70731.07;1;Есть;Покинул банк
15680278;42.0;Женский;9;661;75361.44;1;Есть;Покинул банк
15721658;56.0;Женский;2;672;209767.31;2;Есть;Покинул банк
15743456;32.0;Женский;10;715;0.0;2;Есть;Остается клиентом
15716994;24.0;Мужской;3;559;114739.92;1;Есть;Покинул банк
15661162;49.0;Мужской;2;526;0.0;1;Есть;Покинул банк
15717700;34.0;Мужской;9;683;114609.55;2;Нет;Остается клиентом
15635034;37.0;Мужской;9;727;101191.83;1;Есть;Покинул банк
15677783;38.0;Мужской;4;764;113607.47;1;Есть;Остается клиентом
15747878;60.0;Мужской;4;739;0.0;1;Есть;Остается клиентом
15754301;39.0;Мужской;5;704;0.0;1;Есть;Остается клиентом
15585100;40.0;Женский;9;511;124401.6;1;Есть;Покинул банк
15604355;39.0;Мужской;1;519;97700.02;1;Есть;Остается клиентом
15645404;51.0;Женский;4;625;124620.01;2;Есть;Покинул банк
15784597;26.0;Мужской;9;648;162923.85;1;Есть;Остается клиентом
15723950;40.0;Мужской;2;684;70291.02;1;Есть;Покинул банк
15603111;71.0;Мужской;10;850;69608.14;1;Есть;Покинул банк
15713774;46.0;Женский;6;644;12459.19;1;Нет;Покинул банк
15748414;33.0;Женский;8;526;114634.63;2;Есть;Покинул банк
15676909;34.0;Женский;5;667;0.0;2;Есть;Остается клиентом
15702541;59.0;Женский;2;551;166968.28;1;Есть;Покинул банк
15736510;57.0;Женский;2;605;0.0;3;Есть;Покинул банк
15738088;63.0;Мужской;10;634;0.0;2;Есть;Покинул банк
15790744;34.0;Женский;9;850;92899.27;2;Есть;Остается клиентом
15810978;70.0;Женский;1;788;0.0;2;Есть;Остается клиентом
15570835;57.0;Женский;4;491;112044.72;1;Есть;Покинул банк
15733297;38.0;Женский;10;518;84764.79;1;Есть;Остается клиентом
15627484;47.0;Женский;5;686;113328.93;1;Есть;Остается клиентом
15745250;58.0;Мужской;8;850;156652.13;1;Нет;Покинул банк
15635776;43.0;Женский;5;686;154846.24;2;Есть;Остается клиентом
15569682;37.0;Мужской;9;768;108308.11;1;Есть;Покинул банк
15806318;48.0;Женский;2;676;124442.38;1;Есть;Покинул банк
15740104;22.0;Женский;7;425;169649.73;2;Нет;Покинул банк
15661629;34.0;Мужской;9;522;126436.29;1;Есть;Покинул банк
15568748;45.0;Мужской;6;671;99564.22;1;Есть;Покинул банк
15716381;50.0;Женский;7;666;109062.28;1;Есть;Покинул банк
15610337;35.0;Мужской;2;666;104832.49;1;Есть;Остается клиентом
15778142;31.0;Женский;1;850;130089.56;2;Есть;Остается клиентом
15657468;53.0;Женский;5;711;123805.03;1;Есть;Остается клиентом
15754084;35.0;Мужской;1;710;106518.52;1;Есть;Остается клиентом
15730759;27.0;Женский;9;561;135637.0;1;Есть;Покинул банк
15638610;65.0;Женский;5;635;117325.54;1;Есть;Покинул банк
15664615;30.0;Женский;5;689;136650.89;1;Есть;Покинул банк
15690829;49.0;Мужской;3;430;137115.16;1;Есть;Покинул банк
15654700;40.0;Женский;2;523;102967.41;1;Есть;Покинул банк
15684196;55.0;Женский;2;627;159441.27;1;Есть;Покинул банк
15756954;32.0;Женский;2;538;0.0;1;Есть;Остается клиентом
15815070;44.0;Женский;5;566;141428.99;2;Нет;Остается клиентом
15619608;50.0;Женский;10;454;92895.56;1;Есть;Покинул банк
15723886;20.0;Мужской;3;767;119714.25;2;Нет;Остается клиентом
15685329;63.0;Женский;1;531;114715.71;1;Нет;Покинул банк
15638882;62.0;Женский;9;710;148214.36;1;Есть;Покинул банк
15706128;21.0;Женский;1;632;0.0;2;Есть;Остается клиентом
15710087;54.0;Женский;3;705;125889.3;3;Есть;Покинул банк
15623630;56.0;Женский;3;634;116251.24;1;Нет;Покинул банк
15603554;45.0;Женский;0;513;164649.52;3;Есть;Покинул банк
15759874;44.0;Мужской;3;532;148595.55;1;Есть;Покинул банк
15759250;51.0;Мужской;3;745;99183.9;1;Есть;Остается клиентом
15579074;38.0;Мужской;10;619;84651.79;1;Есть;Остается клиентом
15577398;30.0;Мужской;6;850;86449.39;1;Есть;Остается клиентом
15802060;30.0;Женский;10;646;100548.67;2;Нет;Остается клиентом
15581089;35.0;Мужской;7;744;0.0;2;Есть;Остается клиентом
15736879;23.0;Мужской;1;669;0.0;2;Нет;Остается клиентом
15625080;54.0;Женский;8;745;0.0;1;Есть;Покинул банк
15797736;29.0;Мужской;4;658;80262.6;1;Есть;Остается клиентом
15573854;62.0;Мужской;5;727;0.0;2;Нет;Остается клиентом
15765311;34.0;Мужской;8;642;0.0;1;Есть;Остается клиентом
15713578;50.0;Женский;9;483;0.0;2;Есть;Остается клиентом
15755084;37.0;Мужской;7;531;121854.45;1;Есть;Остается клиентом
15617401;22.0;Мужской;2;468;0.0;2;Есть;Остается клиентом
15665221;26.0;Мужской;7;630;129837.72;2;Нет;Остается клиентом
15684669;41.0;Женский;9;567;137891.35;1;Есть;Покинул банк
15670668;29.0;Мужской;5;658;75395.53;2;Нет;Остается клиентом
15566251;37.0;Женский;5;618;96652.86;1;Есть;Покинул банк
15677371;30.0;Женский;2;629;34013.63;1;Есть;Остается клиентом
15661433;34.0;Мужской;5;519;0.0;1;Есть;Остается клиентом
15801915;31.0;Женский;6;529;152310.55;1;Есть;Остается клиентом
15722425;32.0;Мужской;9;639;0.0;2;Есть;Остается клиентом
15715465;28.0;Мужской;7;714;77776.39;1;Есть;Остается клиентом
15769582;29.0;Мужской;3;586;0.0;2;Есть;Остается клиентом
15695225;38.0;Мужской;8;834;0.0;2;Есть;Остается клиентом
15691910;30.0;Мужской;4;663;0.0;3;Есть;Остается клиентом
15762418;22.0;Мужской;3;750;121681.82;1;Есть;Покинул банк
15737047;45.0;Женский;6;754;0.0;1;Есть;Покинул банк
15693267;34.0;Женский;7;679;121063.85;1;Есть;Остается клиентом
15704651;26.0;Мужской;1;514;0.0;2;Нет;Остается клиентом
15629390;37.0;Мужской;7;653;135847.47;1;Есть;Остается клиентом
15725664;38.0;Женский;8;549;107283.4;1;Нет;Остается клиентом
15797219;40.0;Женский;10;635;123497.58;1;Есть;Покинул банк
15784923;37.0;Женский;3;705;109974.22;1;Есть;Покинул банк
15596649;39.0;Женский;8;651;0.0;1;Есть;Остается клиентом
15650488;48.0;Женский;6;492;127253.98;1;Есть;Покинул банк
15754796;46.0;Женский;4;487;135070.58;2;Есть;Покинул банк
15727811;47.0;Женский;0;661;109493.62;1;Нет;Покинул банк
15588918;42.0;Женский;6;671;0.0;2;Есть;Остается клиентом
15728963;51.0;Женский;10;617;167273.71;1;Нет;Покинул банк
15809800;38.0;Женский;4;726;0.0;2;Нет;Остается клиентом
15689344;42.0;Мужской;4;615;0.0;3;Нет;Остается клиентом
15789097;48.0;Мужской;8;644;0.0;2;Нет;Покинул банк
15688963;52.0;Женский;10;731;0.0;1;Есть;Покинул банк
15788022;41.0;Женский;4;802;90757.64;2;Нет;Остается клиентом
15813741;25.0;Мужской;6;549;193858.2;1;Нет;Остается клиентом
15769353;40.0;Женский;8;550;150490.32;1;Нет;Покинул банк
15757537;31.0;Женский;6;610;107784.65;1;Есть;Остается клиентом
15732281;34.0;Мужской;6;680;146422.22;1;Есть;Покинул банк
15611171;33.0;Мужской;1;740;129574.98;1;Есть;Остается клиентом
15815656;39.0;Женский;9;541;100116.67;1;Есть;Покинул банк
15734610;42.0;Мужской;4;543;89838.71;3;Есть;Покинул банк
15651533;50.0;Женский;5;570;129293.74;1;Есть;Покинул банк
15751774;76.0;Мужской;4;774;112510.89;1;Есть;Остается клиентом
15752047;33.0;Мужской;2;689;161814.64;2;Есть;Остается клиентом
15733797;36.0;Мужской;5;506;0.0;2;Есть;Остается клиентом
15739857;40.0;Женский;3;785;0.0;2;Есть;Остается клиентом
15745605;47.0;Женский;2;722;88011.4;1;Есть;Покинул банк
15606097;63.0;Мужской;7;665;104469.58;1;Есть;Покинул банк
15727539;31.0;Женский;4;618;0.0;2;Есть;Остается клиентом
15657809;55.0;Мужской;10;585;106415.57;3;Есть;Покинул банк
15798470;48.0;Женский;1;764;75990.97;1;Есть;Покинул банк
15799859;50.0;Мужской;4;704;165438.26;1;Есть;Покинул банк
15809309;40.0;Женский;5;689;154251.67;1;Нет;Остается клиентом
15583580;35.0;Женский;1;566;123042.0;1;Есть;Покинул банк
15625706;45.0;Мужской;2;693;116546.59;2;Нет;Покинул банк
15755209;35.0;Женский;7;484;133868.21;1;Есть;Остается клиентом
15670823;42.0;Женский;1;651;116646.76;1;Есть;Покинул банк
15769959;53.0;Женский;4;597;88381.21;1;Есть;Покинул банк
15690647;46.0;Женский;8;582;67563.31;1;Есть;Покинул банк
15630419;44.0;Мужской;9;634;149961.11;1;Есть;Остается клиентом
15690743;61.0;Женский;8;536;65190.29;1;Есть;Покинул банк
15669501;35.0;Мужской;5;706;0.0;2;Есть;Остается клиентом
15647838;51.0;Женский;2;648;116574.84;1;Есть;Покинул банк
15626628;31.0;Женский;2;631;88161.85;2;Есть;Остается клиентом
15626578;26.0;Мужской;9;622;0.0;2;Есть;Остается клиентом
15761654;30.0;Мужской;8;726;134152.29;1;Есть;Остается клиентом
15594456;56.0;Женский;4;740;99097.33;1;Есть;Покинул банк
15647207;26.0;Мужской;7;609;0.0;2;Есть;Остается клиентом
15694237;39.0;Мужской;4;744;95161.75;1;Есть;Остается клиентом
15584620;36.0;Женский;6;850;143644.16;1;Есть;Покинул банк
15709295;25.0;Женский;5;697;82931.85;2;Есть;Остается клиентом
15637354;24.0;Женский;7;623;148167.83;2;Есть;Остается клиентом
15689598;46.0;Мужской;6;722;0.0;1;Есть;Покинул банк
15791958;41.0;Женский;6;849;0.0;2;Есть;Покинул банк
15776921;45.0;Мужской;5;431;83624.55;2;Нет;Остается клиентом
15749557;44.0;Женский;6;707;0.0;2;Есть;Остается клиентом
15814816;40.0;Мужской;4;466;91592.06;1;Есть;Покинул банк
15669253;39.0;Мужской;7;754;157691.98;2;Есть;Покинул банк
15664543;40.0;Мужской;7;699;0.0;1;Нет;Покинул банк
15575399;42.0;Женский;1;480;152160.21;2;Есть;Остается клиентом
15641688;18.0;Мужской;7;644;0.0;1;Нет;Покинул банк
15599386;28.0;Мужской;5;627;71097.23;1;Есть;Остается клиентом
15785490;50.0;Мужской;3;771;105229.72;1;Есть;Покинул банк
15707861;46.0;Женский;10;520;85216.61;1;Есть;Покинул банк
15624347;40.0;Мужской;4;651;0.0;2;Есть;Остается клиентом
15739692;42.0;Мужской;1;679;0.0;2;Нет;Остается клиентом
15604792;38.0;Мужской;6;609;140752.06;2;Нет;Остается клиентом
15639117;34.0;Женский;6;624;0.0;1;Есть;Покинул банк
15779522;24.0;Женский;0;736;0.0;2;Есть;Покинул банк
15798895;59.0;Женский;6;525;55328.4;1;Есть;Покинул банк
15684010;74.0;Женский;2;640;116800.25;1;Есть;Остается клиентом
15763029;46.0;Мужской;9;612;161450.03;1;Есть;Покинул банк
15596175;67.0;Мужской;6;659;117411.6;1;Есть;Покинул банк
15650258;35.0;Женский;2;479;113090.4;1;Есть;Остается клиентом
15758939;35.0;Мужской;7;540;127801.88;1;Нет;Остается клиентом
15712319;45.0;Мужской;8;714;150900.29;2;Нет;Остается клиентом
15719508;49.0;Мужской;7;575;121205.15;4;Есть;Покинул банк
15758372;18.0;Мужской;7;674;0.0;2;Есть;Покинул банк
15759067;37.0;Женский;7;537;158411.95;4;Есть;Покинул банк
15585367;46.0;Женский;4;555;120392.99;1;Есть;Покинул банк
15705343;32.0;Женский;7;649;0.0;1;Есть;Остается клиентом
15761950;45.0;Женский;9;652;110827.49;1;Есть;Покинул банк
15796313;36.0;Женский;4;662;166909.2;2;Есть;Покинул банк
15763613;30.0;Мужской;1;581;0.0;2;Есть;Остается клиентом
15606861;34.0;Мужской;8;636;0.0;2;Есть;Остается клиентом
15596397;48.0;Женский;7;814;0.0;2;Есть;Остается клиентом
15632365;33.0;Мужской;8;542;142871.27;2;Нет;Остается клиентом
15778290;70.0;Мужской;8;799;70416.75;1;Есть;Остается клиентом
15781802;41.0;Мужской;6;755;104817.41;1;Есть;Покинул банк
15780954;26.0;Мужской;4;582;65848.36;2;Есть;Остается клиентом
15758482;32.0;Женский;0;626;0.0;2;Нет;Остается клиентом
15631159;41.0;Мужской;4;705;72252.64;2;Есть;Остается клиентом
15673877;39.0;Мужской;1;490;0.0;3;Есть;Покинул банк
15754713;31.0;Мужской;10;685;135213.71;1;Есть;Остается клиентом
15577170;60.0;Мужской;5;532;76705.87;2;Нет;Остается клиентом
15739438;30.0;Мужской;0;539;0.0;2;Есть;Остается клиентом
15679961;46.0;Мужской;7;708;68799.72;1;Есть;Остается клиентом
15655238;31.0;Женский;9;668;0.0;2;Нет;Остается клиентом
15806918;28.0;Мужской;5;674;0.0;1;Есть;Остается клиентом
15675141;35.0;Женский;4;569;93934.63;1;Есть;Остается клиентом
15582149;34.0;Женский;3;850;129668.43;2;Есть;Остается клиентом
15733229;34.0;Женский;7;638;0.0;2;Нет;Остается клиентом
15772412;30.0;Мужской;6;554;135370.12;1;Есть;Покинул банк
15673342;36.0;Мужской;2;703;0.0;2;Есть;Остается клиентом
15582116;45.0;Женский;7;767;132746.2;2;Есть;Покинул банк
15782360;65.0;Мужской;2;743;131935.51;1;Есть;Покинул банк
15641312;36.0;Мужской;6;615;0.0;1;Есть;Покинул банк
15713094;25.0;Женский;8;651;0.0;2;Есть;Остается клиентом
15702095;56.0;Женский;1;585;128472.8;1;Есть;Покинул банк
15627305;35.0;Мужской;7;606;0.0;1;Есть;Покинул банк
15645200;54.0;Женский;2;581;152508.99;1;Есть;Покинул банк
15656263;29.0;Мужской;5;764;0.0;2;Есть;Остается клиентом
15636023;40.0;Женский;10;619;0.0;1;Есть;Покинул банк
15706815;37.0;Мужской;2;515;90432.92;1;Есть;Покинул банк
15770474;33.0;Женский;1;685;0.0;3;Нет;Покинул банк
15648005;33.0;Мужской;2;672;0.0;2;Есть;Остается клиентом
